 Date ,Open ,High ,Low ,Close ,Change (Pips) ,Change (%),,OH diff,OL diff.,OC diff,Max,Min,Avg. Max.,2.0998811096
Sep 18, 2014 21:00 ,1226.29,1226.76,1225.61,1226.21,-0.8,-0.01%,0.47,0.68,-0.08,0.68,0.47,,
Sep 18, 2014 20:00 ,1226.23,1226.98,1225.33,1226.21,-0.2,+0.00%,0.75,0.9,-0.02,0.9,0.75,,
Sep 18, 2014 19:00 ,1226.37,1227.03,1225.73,1226.18,-1.9,-0.02%,0.66,0.64,-0.19,0.66,0.64,,
Sep 18, 2014 18:00 ,1225.69,1227.02,1224.93,1226.33,6.4,+0.05%,1.33,0.76,0.64,1.33,0.76,,
Sep 18, 2014 17:00 ,1220.89,1227.84,1218.59,1225.74,48.5,+0.40%,6.95,2.3,4.85,6.95,2.3,,
Sep 18, 2014 16:00 ,1220.28,1222.14,1219.11,1220.84,5.6,+0.05%,1.86,1.17,0.56,1.86,1.17,,
Sep 18, 2014 15:00 ,1220.18,1222.19,1215.93,1220.26,0.8,+0.01%,2.01,4.25,0.08,4.25,2.01,,
Sep 18, 2014 14:00 ,1223.78,1224.71,1219.6,1220.08,-37,-0.30%,0.93,4.18,-3.7,4.18,0.93,,
Sep 18, 2014 13:00 ,1223.15,1224.21,1222.72,1223.69,5.4,+0.04%,1.06,0.43,0.54,1.06,0.43,,
Sep 18, 2014 12:00 ,1222.99,1224.02,1222.32,1223.12,1.3,+0.01%,1.03,0.67,0.13,1.03,0.67,,
Sep 18, 2014 11:00 ,1224.5,1225.54,1222.99,1222.99,-15.1,-0.12%,1.04,1.51,-1.51,1.51,1.04,,
Sep 18, 2014 10:00 ,1223.9,1224.79,1222.08,1224.47,5.7,+0.05%,0.89,1.82,0.57,1.82,0.89,,
Sep 18, 2014 09:00 ,1224,1224.69,1223.18,1223.88,-1.2,-0.01%,0.69,0.82,-0.12,0.82,0.69,,
Sep 18, 2014 08:00 ,1222.69,1224.33,1222.49,1224.03,13.4,+0.11%,1.64,0.2,1.34,1.64,0.2,,
Sep 18, 2014 07:00 ,1223.14,1223.89,1222.49,1222.74,-4,-0.03%,0.75,0.65,-0.4,0.75,0.65,,
Sep 18, 2014 06:00 ,1223.79,1223.94,1222.83,1223.09,-7,-0.06%,0.15,0.96,-0.7,0.96,0.15,,
Sep 18, 2014 05:00 ,1223.38,1223.99,1222.39,1223.74,3.6,+0.03%,0.61,0.99,0.36,0.99,0.61,,
Sep 18, 2014 04:00 ,1223.14,1223.59,1221.34,1223.39,2.5,+0.02%,0.45,1.8,0.25,1.8,0.45,,
Sep 18, 2014 03:00 ,1219.64,1223.51,1219.64,1223.11,34.7,+0.28%,3.87,0,3.47,3.87,0,,
Sep 18, 2014 02:00 ,1217.43,1219.74,1217.13,1219.71,22.8,+0.19%,2.31,0.3,2.28,2.31,0.3,,
Sep 18, 2014 01:00 ,1222.14,1222.64,1216.09,1217.33,-48.1,-0.40%,0.5,6.05,-4.81,6.05,0.5,,
Sep 17, 2014 23:00 ,1222.35,1224.74,1221.39,1223.3,9.5,+0.08%,2.39,0.96,0.95,2.39,0.96,,
Sep 17, 2014 22:00 ,1231.09,1233.15,1221.69,1222.27,-88.2,-0.72%,2.06,9.4,-8.82,9.4,2.06,,
Sep 17, 2014 21:00 ,1236.96,1239.29,1227.38,1231.04,-59.2,-0.48%,2.33,9.58,-5.92,9.58,2.33,,
Sep 17, 2014 20:00 ,1235.84,1236.99,1234.73,1236.96,11.2,+0.09%,1.15,1.11,1.12,1.15,1.11,,
Sep 17, 2014 19:00 ,1234.74,1236.42,1233.9,1235.84,11,+0.09%,1.68,0.84,1.1,1.68,0.84,,
Sep 17, 2014 18:00 ,1235.91,1236.64,1234.52,1234.78,-11.3,-0.09%,0.73,1.39,-1.13,1.39,0.73,,
Sep 17, 2014 17:00 ,1235.94,1236.65,1234.64,1235.91,-0.3,+0.00%,0.71,1.3,-0.03,1.3,0.71,,
Sep 17, 2014 16:00 ,1236.72,1237.53,1235.7,1235.94,-7.8,-0.06%,0.81,1.02,-0.78,1.02,0.81,,
Sep 17, 2014 15:00 ,1236.16,1239.15,1234.93,1236.7,5.4,+0.04%,2.99,1.23,0.54,2.99,1.23,,
Sep 17, 2014 14:00 ,1237.81,1237.97,1236.16,1236.16,-16.5,-0.13%,0.16,1.65,-1.65,1.65,0.16,,
Sep 17, 2014 13:00 ,1236.49,1238.04,1236.24,1237.69,12,+0.10%,1.55,0.25,1.2,1.55,0.25,,
Sep 17, 2014 12:00 ,1236.34,1236.84,1234.74,1236.49,1.5,+0.01%,0.5,1.6,0.15,1.6,0.5,,
Sep 17, 2014 11:00 ,1234.89,1236.39,1234.79,1236.34,14.5,+0.12%,1.5,0.1,1.45,1.5,0.1,,
Sep 17, 2014 10:00 ,1238.38,1238.47,1234.69,1234.89,-34.9,-0.28%,0.09,3.69,-3.49,3.69,0.09,,
Sep 17, 2014 09:00 ,1238.04,1239.06,1236.79,1238.38,3.4,+0.03%,1.02,1.25,0.34,1.25,1.02,,
Sep 17, 2014 08:00 ,1236.42,1238.15,1236.16,1237.99,15.7,+0.13%,1.73,0.26,1.57,1.73,0.26,,
Sep 17, 2014 07:00 ,1236.68,1237.05,1236.24,1236.37,-3.1,-0.03%,0.37,0.44,-0.31,0.44,0.37,,
Sep 17, 2014 06:00 ,1236.96,1237.21,1236.66,1236.71,-2.5,-0.02%,0.25,0.3,-0.25,0.3,0.25,,
Sep 17, 2014 05:00 ,1236.99,1238.18,1236.04,1237.04,0.5,+0.00%,1.19,0.95,0.05,1.19,0.95,,
Sep 17, 2014 04:00 ,1236.63,1237.88,1235.59,1236.98,3.5,+0.03%,1.25,1.04,0.35,1.25,1.04,,
Sep 17, 2014 03:00 ,1235.01,1236.64,1234.39,1236.64,16.3,+0.13%,1.63,0.62,1.63,1.63,0.62,,
Sep 17, 2014 02:00 ,1234.74,1235.04,1234.49,1235.02,2.8,+0.02%,0.3,0.25,0.28,0.3,0.25,,
Sep 17, 2014 01:00 ,1232.79,1234.94,1232.79,1234.79,20,+0.16%,2.15,0,2,2.15,0,,
Sep 16, 2014 23:00 ,1235.44,1235.81,1235.21,1235.23,-2.1,-0.02%,0.37,0.23,-0.21,0.37,0.23,,
Sep 16, 2014 22:00 ,1236.64,1236.84,1235.09,1235.44,-12,-0.10%,0.2,1.55,-1.2,1.55,0.2,,
Sep 16, 2014 21:00 ,1237.04,1237.71,1236.14,1236.54,-5,-0.04%,0.67,0.9,-0.5,0.9,0.67,,
Sep 16, 2014 20:00 ,1236.94,1237.6,1235.37,1237.19,2.5,+0.02%,0.66,1.57,0.25,1.57,0.66,,
Sep 16, 2014 19:00 ,1239.5,1241.77,1236.46,1236.93,-25.7,-0.21%,2.27,3.04,-2.57,3.04,2.27,,
Sep 16, 2014 18:00 ,1232.76,1240.38,1232.59,1239.27,65.1,+0.53%,7.62,0.17,6.51,7.62,0.17,,
Sep 16, 2014 17:00 ,1233.53,1234.34,1231.74,1232.89,-6.4,-0.05%,0.81,1.79,-0.64,1.79,0.81,,
Sep 16, 2014 16:00 ,1235.24,1236.69,1232.47,1233.57,-16.7,-0.14%,1.45,2.77,-1.67,2.77,1.45,,
Sep 16, 2014 15:00 ,1237.48,1237.92,1234.59,1235.26,-22.2,-0.18%,0.44,2.89,-2.22,2.89,0.44,,
Sep 16, 2014 14:00 ,1239.07,1239.82,1236.14,1237.24,-18.3,-0.15%,0.75,2.93,-1.83,2.93,0.75,,
Sep 16, 2014 13:00 ,1238.68,1242.18,1238.44,1238.99,3.1,+0.03%,3.5,0.24,0.31,3.5,0.24,,
Sep 16, 2014 12:00 ,1239.89,1240.06,1237.74,1238.58,-13.1,-0.11%,0.17,2.15,-1.31,2.15,0.17,,
Sep 16, 2014 11:00 ,1237.04,1241.09,1236.49,1239.88,28.4,+0.23%,4.05,0.55,2.84,4.05,0.55,,
Sep 16, 2014 10:00 ,1235.66,1237.94,1235.43,1237.14,14.8,+0.12%,2.28,0.23,1.48,2.28,0.23,,
Sep 16, 2014 09:00 ,1235.79,1236.19,1234.74,1235.63,-1.6,-0.01%,0.4,1.05,-0.16,1.05,0.4,,
Sep 16, 2014 08:00 ,1236.08,1236.94,1235.64,1235.79,-2.9,-0.02%,0.86,0.44,-0.29,0.86,0.44,,
Sep 16, 2014 07:00 ,1236.64,1236.89,1235.91,1236.02,-6.2,-0.05%,0.25,0.73,-0.62,0.73,0.25,,
Sep 16, 2014 06:00 ,1236.5,1236.88,1235.98,1236.68,1.8,+0.01%,0.38,0.52,0.18,0.52,0.38,,
Sep 16, 2014 05:00 ,1237.49,1237.67,1236.41,1236.48,-10.1,-0.08%,0.18,1.08,-1.01,1.08,0.18,,
Sep 16, 2014 04:00 ,1233.61,1238.41,1233.31,1237.49,38.8,+0.31%,4.8,0.3,3.88,4.8,0.3,,
Sep 16, 2014 03:00 ,1233.42,1233.73,1232.48,1233.62,2,+0.02%,0.31,0.94,0.2,0.94,0.31,,
Sep 16, 2014 02:00 ,1232.88,1233.47,1232.62,1233.39,5.1,+0.04%,0.59,0.26,0.51,0.59,0.26,,
Sep 16, 2014 01:00 ,1232.41,1233.87,1231.87,1232.87,4.6,+0.04%,1.46,0.54,0.46,1.46,0.54,,
Sep 15, 2014 23:00 ,1233.71,1234.07,1232.97,1233.04,-6.7,-0.05%,0.36,0.74,-0.67,0.74,0.36,,
Sep 15, 2014 22:00 ,1233.43,1234.06,1232.88,1233.74,3.1,+0.03%,0.63,0.55,0.31,0.63,0.55,,
Sep 15, 2014 21:00 ,1234.29,1234.49,1233.14,1233.34,-9.5,-0.08%,0.2,1.15,-0.95,1.15,0.2,,
Sep 15, 2014 20:00 ,1234.62,1235.52,1233.84,1234.34,-2.8,-0.02%,0.9,0.78,-0.28,0.9,0.78,,
Sep 15, 2014 19:00 ,1233.19,1234.74,1232.99,1234.59,14,+0.11%,1.55,0.2,1.4,1.55,0.2,,
Sep 15, 2014 18:00 ,1233.18,1234.09,1232.64,1233.24,0.6,+0.00%,0.91,0.54,0.06,0.91,0.54,,
Sep 15, 2014 17:00 ,1234.19,1234.74,1231.58,1233.18,-10.1,-0.08%,0.55,2.61,-1.01,2.61,0.55,,
Sep 15, 2014 16:00 ,1233.84,1236.29,1233.04,1234.25,4.1,+0.03%,2.45,0.8,0.41,2.45,0.8,,
Sep 15, 2014 15:00 ,1236.36,1236.62,1233.18,1233.89,-24.7,-0.20%,0.26,3.18,-2.47,3.18,0.26,,
Sep 15, 2014 14:00 ,1235.99,1238.45,1235.04,1236.44,4.5,+0.04%,2.46,0.95,0.45,2.46,0.95,,
Sep 15, 2014 13:00 ,1235.02,1236.12,1234.3,1236.04,10.2,+0.08%,1.1,0.72,1.02,1.1,0.72,,
Sep 15, 2014 12:00 ,1234.93,1235.71,1234.83,1234.97,0.4,+0.00%,0.78,0.1,0.04,0.78,0.1,,
Sep 15, 2014 11:00 ,1235.04,1235.43,1234.81,1234.95,-0.9,-0.01%,0.39,0.23,-0.09,0.39,0.23,,
Sep 15, 2014 10:00 ,1234.79,1236.3,1234.79,1235.02,2.3,+0.02%,1.51,0,0.23,1.51,0,,
Sep 15, 2014 09:00 ,1233.05,1235.49,1232.24,1234.59,15.4,+0.12%,2.44,0.81,1.54,2.44,0.81,,
Sep 15, 2014 08:00 ,1233.44,1233.69,1231.92,1233.06,-3.8,-0.03%,0.25,1.52,-0.38,1.52,0.25,,
Sep 15, 2014 07:00 ,1233.74,1234.33,1233.04,1233.3,-4.4,-0.04%,0.59,0.7,-0.44,0.7,0.59,,
Sep 15, 2014 06:00 ,1233.43,1234.86,1233.03,1233.76,3.3,+0.03%,1.43,0.4,0.33,1.43,0.4,,
Sep 15, 2014 05:00 ,1231.55,1233.59,1231.34,1233.4,18.5,+0.15%,2.04,0.21,1.85,2.04,0.21,,
Sep 15, 2014 04:00 ,1228.24,1232.49,1228.19,1231.46,32.2,+0.26%,4.25,0.05,3.22,4.25,0.05,,
Sep 15, 2014 03:00 ,1228.34,1229.34,1227.8,1228.34,0,+0.00%,1,0.54,0,1,0.54,,
Sep 15, 2014 02:00 ,1226.89,1228.69,1226.1,1228.27,13.8,+0.11%,1.8,0.79,1.38,1.8,0.79,,
Sep 15, 2014 01:00 ,1227.25,1229.44,1225.56,1227.06,-1.9,-0.02%,2.19,1.69,-0.19,2.19,1.69,,
Sep 12, 2014 23:00 ,1230.58,1230.66,1228.94,1229.24,-13.4,-0.11%,0.08,1.64,-1.34,1.64,0.08,,
Sep 12, 2014 22:00 ,1228.74,1230.63,1227.84,1230.58,18.4,+0.15%,1.89,0.9,1.84,1.89,0.9,,
Sep 12, 2014 21:00 ,1229.31,1229.69,1227.59,1228.69,-6.2,-0.05%,0.38,1.72,-0.62,1.72,0.38,,
Sep 12, 2014 20:00 ,1232.74,1232.99,1228.81,1229.3,-34.4,-0.28%,0.25,3.93,-3.44,3.93,0.25,,
Sep 12, 2014 19:00 ,1232.55,1234.14,1231.79,1232.84,2.9,+0.02%,1.59,0.76,0.29,1.59,0.76,,
Sep 12, 2014 18:00 ,1228.69,1233.5,1228.57,1232.41,37.2,+0.30%,4.81,0.12,3.72,4.81,0.12,,
Sep 12, 2014 17:00 ,1233.86,1234.19,1228.05,1228.64,-52.2,-0.42%,0.33,5.81,-5.22,5.81,0.33,,
Sep 12, 2014 16:00 ,1235.64,1236.04,1233.09,1233.77,-18.7,-0.15%,0.4,2.55,-1.87,2.55,0.4,,
Sep 12, 2014 15:00 ,1237.53,1238.41,1234.29,1235.59,-19.4,-0.16%,0.88,3.24,-1.94,3.24,0.88,,
Sep 12, 2014 14:00 ,1237.2,1239.09,1236.93,1237.63,4.3,+0.03%,1.89,0.27,0.43,1.89,0.27,,
Sep 12, 2014 13:00 ,1237.36,1237.97,1236.58,1237.11,-2.5,-0.02%,0.61,0.78,-0.25,0.78,0.61,,
Sep 12, 2014 12:00 ,1236.14,1237.74,1235.18,1237.36,12.2,+0.10%,1.6,0.96,1.22,1.6,0.96,,
Sep 12, 2014 11:00 ,1236.96,1237.89,1235.65,1236.05,-9.1,-0.07%,0.93,1.31,-0.91,1.31,0.93,,
Sep 12, 2014 10:00 ,1239.78,1240.04,1236.54,1236.72,-30.6,-0.25%,0.26,3.24,-3.06,3.24,0.26,,
Sep 12, 2014 09:00 ,1236.9,1239.84,1235.54,1239.74,28.4,+0.23%,2.94,1.36,2.84,2.94,1.36,,
Sep 12, 2014 08:00 ,1233.99,1237.34,1233.79,1236.89,29,+0.23%,3.35,0.2,2.9,3.35,0.2,,
Sep 12, 2014 07:00 ,1234.29,1234.29,1232.84,1233.94,-3.5,-0.03%,0,1.45,-0.35,1.45,0,,
Sep 12, 2014 06:00 ,1234.99,1235.04,1233.94,1234.24,-7.5,-0.06%,0.05,1.05,-0.75,1.05,0.05,,
Sep 12, 2014 05:00 ,1236.94,1237.35,1232.18,1235.09,-18.5,-0.15%,0.41,4.76,-1.85,4.76,0.41,,
Sep 12, 2014 04:00 ,1238.69,1239.19,1236.02,1236.98,-17.1,-0.14%,0.5,2.67,-1.71,2.67,0.5,,
Sep 12, 2014 03:00 ,1240.45,1240.7,1237.75,1238.68,-17.7,-0.14%,0.25,2.7,-1.77,2.7,0.25,,
Sep 12, 2014 02:00 ,1240.78,1241.55,1240.35,1240.35,-4.3,-0.03%,0.77,0.43,-0.43,0.77,0.43,,
Sep 12, 2014 01:00 ,1239.76,1241.05,1239.76,1240.75,9.9,+0.08%,1.29,0,0.99,1.29,0,,
Sep 11, 2014 23:00 ,1241.98,1242.03,1240.53,1240.57,-14.1,-0.11%,0.05,1.45,-1.41,1.45,0.05,,
Sep 11, 2014 22:00 ,1238.89,1242.03,1238.84,1242.02,31.3,+0.25%,3.14,0.05,3.13,3.14,0.05,,
Sep 11, 2014 21:00 ,1238.02,1239.69,1238.01,1238.89,8.7,+0.07%,1.67,0.01,0.87,1.67,0.01,,
Sep 11, 2014 20:00 ,1238.66,1239.13,1237.86,1238.06,-6,-0.05%,0.47,0.8,-0.6,0.8,0.47,,
Sep 11, 2014 19:00 ,1237.94,1239.94,1237.34,1238.67,7.3,+0.06%,2,0.6,0.73,2,0.6,,
Sep 11, 2014 18:00 ,1239.39,1239.77,1235.92,1237.94,-14.5,-0.12%,0.38,3.47,-1.45,3.47,0.38,,
Sep 11, 2014 17:00 ,1241.79,1241.79,1235.18,1239.39,-24,-0.19%,0,6.61,-2.4,6.61,0,,
Sep 11, 2014 16:00 ,1243.84,1246.79,1241.39,1241.79,-20.5,-0.17%,2.95,2.45,-2.05,2.95,2.45,,
Sep 11, 2014 15:00 ,1242.95,1244.77,1242.15,1243.74,7.9,+0.06%,1.82,0.8,0.79,1.82,0.8,,
Sep 11, 2014 14:00 ,1240.74,1243.39,1239.79,1242.99,22.5,+0.18%,2.65,0.95,2.25,2.65,0.95,,
Sep 11, 2014 13:00 ,1246.39,1246.44,1238.59,1240.74,-56.5,-0.46%,0.05,7.8,-5.65,7.8,0.05,,
Sep 11, 2014 12:00 ,1248.5,1248.84,1245.69,1246.39,-21.1,-0.17%,0.34,2.81,-2.11,2.81,0.34,,
Sep 11, 2014 11:00 ,1249.3,1249.72,1247.34,1248.49,-8.1,-0.06%,0.42,1.96,-0.81,1.96,0.42,,
Sep 11, 2014 10:00 ,1248.8,1250.09,1248.75,1249.06,2.6,+0.02%,1.29,0.05,0.26,1.29,0.05,,
Sep 11, 2014 09:00 ,1246.77,1249.92,1246.4,1248.82,20.5,+0.16%,3.15,0.37,2.05,3.15,0.37,,
Sep 11, 2014 08:00 ,1247.11,1248.04,1246.59,1246.84,-2.7,-0.02%,0.93,0.52,-0.27,0.93,0.52,,
Sep 11, 2014 07:00 ,1248.89,1248.99,1246.68,1247.06,-18.3,-0.15%,0.1,2.21,-1.83,2.21,0.1,,
Sep 11, 2014 06:00 ,1247.94,1248.89,1247.79,1248.84,9,+0.07%,0.95,0.15,0.9,0.95,0.15,,
Sep 11, 2014 05:00 ,1248.74,1248.94,1247.19,1247.99,-7.5,-0.06%,0.2,1.55,-0.75,1.55,0.2,,
Sep 11, 2014 04:00 ,1248.69,1249.29,1248.29,1248.69,0,+0.00%,0.6,0.4,0,0.6,0.4,,
Sep 11, 2014 03:00 ,1248.88,1249.44,1248.64,1248.69,-1.9,-0.02%,0.56,0.24,-0.19,0.56,0.24,,
Sep 11, 2014 02:00 ,1249.76,1250.04,1248.64,1248.89,-8.7,-0.07%,0.28,1.12,-0.87,1.12,0.28,,
Sep 11, 2014 01:00 ,1248.72,1250.09,1248.72,1249.76,10.4,+0.08%,1.37,0,1.04,1.37,0,,
Sep 10, 2014 23:00 ,1250.34,1250.34,1249.04,1249.41,-9.3,-0.07%,0,1.3,-0.93,1.3,0,,
Sep 10, 2014 22:00 ,1248.05,1250.94,1247.63,1250.34,22.9,+0.18%,2.89,0.42,2.29,2.89,0.42,,
Sep 10, 2014 21:00 ,1245.94,1249.04,1245.92,1248.03,20.9,+0.17%,3.1,0.02,2.09,3.1,0.02,,
Sep 10, 2014 20:00 ,1245.49,1246.26,1244.36,1246,5.1,+0.04%,0.77,1.13,0.51,1.13,0.77,,
Sep 10, 2014 19:00 ,1248.73,1248.73,1243.79,1245.49,-32.4,-0.26%,0,4.94,-3.24,4.94,0,,
Sep 10, 2014 18:00 ,1249.46,1249.99,1246.69,1248.83,-6.3,-0.05%,0.53,2.77,-0.63,2.77,0.53,,
Sep 10, 2014 17:00 ,1252.74,1252.74,1248.8,1249.41,-33.3,-0.27%,0,3.94,-3.33,3.94,0,,
Sep 10, 2014 16:00 ,1248.97,1253.18,1247.72,1252.79,38.2,+0.30%,4.21,1.25,3.82,4.21,1.25,,
Sep 10, 2014 15:00 ,1250.36,1251.88,1246.69,1248.99,-13.7,-0.11%,1.52,3.67,-1.37,3.67,1.52,,
Sep 10, 2014 14:00 ,1254.44,1254.64,1250.36,1250.36,-40.8,-0.33%,0.2,4.08,-4.08,4.08,0.2,,
Sep 10, 2014 13:00 ,1253.79,1254.64,1252.04,1254.44,6.5,+0.05%,0.85,1.75,0.65,1.75,0.85,,
Sep 10, 2014 12:00 ,1253.23,1254.74,1252.78,1253.84,6.1,+0.05%,1.51,0.45,0.61,1.51,0.45,,
Sep 10, 2014 11:00 ,1254.89,1255.18,1252.16,1253.28,-16.1,-0.13%,0.29,2.73,-1.61,2.73,0.29,,
Sep 10, 2014 10:00 ,1256.75,1256.89,1254.75,1254.89,-18.6,-0.15%,0.14,2,-1.86,2,0.14,,
Sep 10, 2014 09:00 ,1257.04,1257.74,1256.08,1256.65,-3.9,-0.03%,0.7,0.96,-0.39,0.96,0.7,,
Sep 10, 2014 08:00 ,1256.59,1257.14,1255.98,1257.04,4.5,+0.04%,0.55,0.61,0.45,0.61,0.55,,
Sep 10, 2014 07:00 ,1256.94,1257.49,1255.97,1256.56,-3.8,-0.03%,0.55,0.97,-0.38,0.97,0.55,,
Sep 10, 2014 06:00 ,1255.48,1257.59,1255.48,1256.77,12.9,+0.10%,2.11,0,1.29,2.11,0,,
Sep 10, 2014 05:00 ,1255.6,1256.04,1254.71,1255.38,-2.2,-0.02%,0.44,0.89,-0.22,0.89,0.44,,
Sep 10, 2014 04:00 ,1255.12,1256.02,1253.59,1255.64,5.2,+0.04%,0.9,1.53,0.52,1.53,0.9,,
Sep 10, 2014 03:00 ,1254.92,1255.72,1253.68,1255.08,1.6,+0.01%,0.8,1.24,0.16,1.24,0.8,,
Sep 10, 2014 02:00 ,1255.08,1255.87,1254.67,1254.92,-1.6,-0.01%,0.79,0.41,-0.16,0.79,0.41,,
Sep 10, 2014 01:00 ,1255.02,1255.37,1254.48,1255.06,0.4,+0.00%,0.35,0.54,0.04,0.54,0.35,,
Sep 09, 2014 23:00 ,1256.34,1257.81,1254.9,1254.99,-13.5,-0.11%,1.47,1.44,-1.35,1.47,1.44,,
Sep 09, 2014 22:00 ,1249.71,1257.18,1249.54,1256.35,66.4,+0.53%,7.47,0.17,6.64,7.47,0.17,,
Sep 09, 2014 21:00 ,1249.96,1250.25,1248.98,1249.71,-2.5,-0.02%,0.29,0.98,-0.25,0.98,0.29,,
Sep 09, 2014 20:00 ,1249.24,1250.44,1247.49,1249.95,7.1,+0.06%,1.2,1.75,0.71,1.75,1.2,,
Sep 09, 2014 19:00 ,1251.34,1251.64,1247.83,1249.24,-21,-0.17%,0.3,3.51,-2.1,3.51,0.3,,
Sep 09, 2014 18:00 ,1255.04,1256.06,1250.31,1251.34,-37,-0.30%,1.02,4.73,-3.7,4.73,1.02,,
Sep 09, 2014 17:00 ,1255.73,1256.26,1253.51,1255.06,-6.7,-0.05%,0.53,2.22,-0.67,2.22,0.53,,
Sep 09, 2014 16:00 ,1254.51,1256.98,1252.11,1255.71,12,+0.10%,2.47,2.4,1.2,2.47,2.4,,
Sep 09, 2014 15:00 ,1256.29,1257.5,1254.13,1254.51,-17.8,-0.14%,1.21,2.16,-1.78,2.16,1.21,,
Sep 09, 2014 14:00 ,1256.2,1257.25,1255.24,1256.29,0.9,+0.01%,1.05,0.96,0.09,1.05,0.96,,
Sep 09, 2014 13:00 ,1256.64,1257.19,1255.99,1256.17,-4.7,-0.04%,0.55,0.65,-0.47,0.65,0.55,,
Sep 09, 2014 12:00 ,1255.47,1256.95,1255.22,1256.59,11.2,+0.09%,1.48,0.25,1.12,1.48,0.25,,
Sep 09, 2014 11:00 ,1253.79,1256.47,1253.16,1255.14,13.5,+0.11%,2.68,0.63,1.35,2.68,0.63,,
Sep 09, 2014 10:00 ,1256.49,1257.49,1253.74,1253.74,-27.5,-0.22%,1,2.75,-2.75,2.75,1,,
Sep 09, 2014 09:00 ,1255.79,1257.49,1254.34,1256.47,6.8,+0.05%,1.7,1.45,0.68,1.7,1.45,,
Sep 09, 2014 08:00 ,1254.69,1256,1254.61,1255.81,11.2,+0.09%,1.31,0.08,1.12,1.31,0.08,,
Sep 09, 2014 07:00 ,1255.49,1255.74,1253.91,1254.64,-8.5,-0.07%,0.25,1.58,-0.85,1.58,0.25,,
Sep 09, 2014 06:00 ,1255.54,1255.79,1254.01,1255.44,-1,-0.01%,0.25,1.53,-0.1,1.53,0.25,,
Sep 09, 2014 05:00 ,1257.04,1257.54,1255.09,1255.59,-14.5,-0.12%,0.5,1.95,-1.45,1.95,0.5,,
Sep 09, 2014 04:00 ,1256.24,1258.19,1256.24,1256.99,7.5,+0.06%,1.95,0,0.75,1.95,0,,
Sep 09, 2014 03:00 ,1256.56,1256.64,1255.58,1256.28,-2.8,-0.02%,0.08,0.98,-0.28,0.98,0.08,,
Sep 09, 2014 02:00 ,1256.59,1257.04,1255.59,1256.05,-5.4,-0.04%,0.45,1,-0.54,1,0.45,,
Sep 09, 2014 01:00 ,1256.31,1257.64,1256.24,1256.69,3.8,+0.03%,1.33,0.07,0.38,1.33,0.07,,
Sep 08, 2014 23:00 ,1255.45,1256.09,1254.36,1254.97,-4.8,-0.04%,0.64,1.09,-0.48,1.09,0.64,,
Sep 08, 2014 22:00 ,1255,1255.6,1253.8,1255.56,5.6,+0.04%,0.6,1.2,0.56,1.2,0.6,,
Sep 08, 2014 21:00 ,1256.05,1256.14,1254.16,1254.81,-12.4,-0.10%,0.09,1.89,-1.24,1.89,0.09,,
Sep 08, 2014 20:00 ,1252.38,1256.09,1251.43,1255.99,36.1,+0.29%,3.71,0.95,3.61,3.71,0.95,,
Sep 08, 2014 19:00 ,1253.99,1254.74,1251.59,1252.41,-15.8,-0.13%,0.75,2.4,-1.58,2.4,0.75,,
Sep 08, 2014 18:00 ,1257.25,1257.39,1252.84,1254.04,-32.1,-0.26%,0.14,4.41,-3.21,4.41,0.14,,
Sep 08, 2014 17:00 ,1259.44,1260.39,1256.76,1257.24,-22,-0.17%,0.95,2.68,-2.2,2.68,0.95,,
